Gene stable ID,Gene stable ID version,Mouse gene stable ID,Mouse gene name,Chromosome/scaffold name,Gene name
ENSPEMG00000015342,ENSPEMG00000015342.2,ENSMUSG00000024002,Brd4,22,Brd4
ENSPEMG00000015918,ENSPEMG00000015918.2,ENSMUSG00000024537,Psmg2,19,Psmg2
ENSPEMG00000007351,ENSPEMG00000007351.2,,,4,5S_rRNA
ENSPEMG00000026053,ENSPEMG00000026053.1,ENSMUSG00000048142,Nat8l,10,
ENSPEMG00000007632,ENSPEMG00000007632.2,ENSMUSG00000030826,Bcat2,1,Bcat2
ENSPEMG00000012918,ENSPEMG00000012918.2,ENSMUSG00000022440,C1qtnf6,20,C1qtnf6
ENSPEMG00000013890,ENSPEMG00000013890.2,,,4,
ENSPEMG00000001986,ENSPEMG00000001986.2,ENSMUSG00000051081,Gm4847,11,Gm4847
ENSPEMG00000009091,ENSPEMG00000009091.2,ENSMUSG00000043323,Fbrsl1,23,Fbrsl1
ENSPEMG00000020303,ENSPEMG00000020303.2,ENSMUSG00000024539,Ptpn2,19,Ptpn2
ENSPEMG00000027699,ENSPEMG00000027699.1,ENSMUSG00000063730,Hsd3b2,6,
ENSPEMG00000027699,ENSPEMG00000027699.1,ENSMUSG00000027871,Hsd3b1,6,
ENSPEMG00000027699,ENSPEMG00000027699.1,ENSMUSG00000027869,Hsd3b6,6,
ENSPEMG00000027699,ENSPEMG00000027699.1,ENSMUSG00000062410,Hsd3b3,6,
ENSPEMG00000008981,ENSPEMG00000008981.2,ENSMUSG00000045102,Poln,10,Poln
ENSPEMG00000013678,ENSPEMG00000013678.2,ENSMUSG00000032051,Fdx1,7,Fdx1
ENSPEMG00000007350,ENSPEMG00000007350.2,ENSMUSG00002075194,U6,4,U6
ENSPEMG00000006348,ENSPEMG00000006348.2,ENSMUSG00002075696,,2,
ENSPEMG00000019150,ENSPEMG00000019150.2,ENSMUSG00000061577,Adgrg5,5,Adgrg5
ENSPEMG00000023006,ENSPEMG00000023006.2,ENSMUSG00000032332,Col12a1,7,Col12a1
ENSPEMG00000014467,ENSPEMG00000014467.2,ENSMUSG00000074766,Ism1,4,Ism1
ENSPEMG00000021100,ENSPEMG00000021100.2,ENSMUSG00000025025,Mxi1,1,Mxi1
ENSPEMG00000024697,ENSPEMG00000024697.1,ENSMUSG00000063730,Hsd3b2,6,
ENSPEMG00000024697,ENSPEMG00000024697.1,ENSMUSG00000027871,Hsd3b1,6,
ENSPEMG00000024697,ENSPEMG00000024697.1,ENSMUSG00000027869,Hsd3b6,6,
ENSPEMG00000024697,ENSPEMG00000024697.1,ENSMUSG00000062410,Hsd3b3,6,
ENSPEMG00000000984,ENSPEMG00000000984.2,ENSMUSG00000045314,Sowahb,10,Sowahb
ENSPEMG00000012433,ENSPEMG00000012433.2,ENSMUSG00000079165,Sap25,23,Sap25
ENSPEMG00000030846,ENSPEMG00000030846.1,ENSMUSG00000054667,Irs4,X,Irs4
ENSPEMG00000029274,ENSPEMG00000029274.1,ENSMUSG00000044933,Sstr3,20,Sstr3
ENSPEMG00000000686,ENSPEMG00000000686.2,ENSMUSG00000027220,Syt13,4,Syt13
ENSPEMG00000017768,ENSPEMG00000017768.2,ENSMUSG00000022016,Akap11,9,Akap11
ENSPEMG00000016220,ENSPEMG00000016220.2,ENSMUSG00000047721,Bola2,4,
ENSPEMG00000012442,ENSPEMG00000012442.2,ENSMUSG00000026560,Fmo9,11,Fmo9
ENSPEMG00000011636,ENSPEMG00000011636.2,ENSMUSG00000032050,Rdx,7,
ENSPEMG00000003625,ENSPEMG00000003625.2,ENSMUSG00000088240,Gm22915,10,SNORA70
ENSPEMG00000018756,ENSPEMG00000018756.2,ENSMUSG00000033220,Rac2,20,Rac2
ENSPEMG00000006629,ENSPEMG00000006629.2,ENSMUSG00000064731,Snord45b,6,
ENSPEMG00000021018,ENSPEMG00000021018.2,ENSMUSG00000021690,Jmy,15,Jmy
ENSPEMG00000012844,ENSPEMG00000012844.2,ENSMUSG00000041319,Thoc6,8,Thoc6
ENSPEMG00000018020,ENSPEMG00000018020.2,ENSMUSG00000019814,Ltv1,16,Ltv1
ENSPEMG00000024257,ENSPEMG00000024257.2,ENSMUSG00000030781,Slc5a2,1,Slc5a2
ENSPEMG00000000579,ENSPEMG00000000579.2,ENSMUSG00000026937,Lcn5,4,Lcn5
ENSPEMG00000025890,ENSPEMG00000025890.1,ENSMUSG00000065709,Gm22341,6,
ENSPEMG00000006621,ENSPEMG00000006621.2,ENSMUSG00000065738,Gm24494,6,
ENSPEMG00000004847,ENSPEMG00000004847.2,ENSMUSG00000027737,Slc7a11,6,Slc7a11
ENSPEMG00000021414,ENSPEMG00000021414.2,ENSMUSG00000068699,Flnc,3,Flnc
ENSPEMG00000016338,ENSPEMG00000016338.2,ENSMUSG00000058013,Septin11,10,Septin11
ENSPEMG00000025900,ENSPEMG00000025900.1,,,4,
ENSPEMG00000023184,ENSPEMG00000023184.2,ENSMUSG00000038827,Abitram,2,Abitram
ENSPEMG00000026488,ENSPEMG00000026488.1,,,15,
ENSPEMG00000011548,ENSPEMG00000011548.2,ENSMUSG00000047182,Irs3,23,Irs3
ENSPEMG00000031347,ENSPEMG00000031347.1,ENSMUSG00000075028,Prdm11,4,
ENSPEMG00000000202,ENSPEMG00000000202.2,ENSMUSG00000019815,Zc2hc1b,16,Zc2hc1b
ENSPEMG00000013040,ENSPEMG00000013040.2,ENSMUSG00000031173,Otc,X,Otc
ENSPEMG00000007832,ENSPEMG00000007832.2,ENSMUSG00000018008,Cyth4,20,Cyth4
ENSPEMG00000006614,ENSPEMG00000006614.2,ENSMUSG00000065463,Snord45c,6,
ENSPEMG00000030474,ENSPEMG00000030474.1,ENSMUSG00000073457,Smok2b,15,
ENSPEMG00000030474,ENSPEMG00000030474.1,ENSMUSG00000075599,Smok3a,15,
ENSPEMG00000030474,ENSPEMG00000030474.1,ENSMUSG00000073458,Smok2a,15,
ENSPEMG00000030474,ENSPEMG00000030474.1,ENSMUSG00000079156,Smok3b,15,
ENSPEMG00000030474,ENSPEMG00000030474.1,ENSMUSG00000075598,Smok3c,15,
ENSPEMG00000009616,ENSPEMG00000009616.2,ENSMUSG00000062908,Acadm,6,Acadm
ENSPEMG00000003592,ENSPEMG00000003592.2,ENSMUSG00000038816,Ctnnal1,2,Ctnnal1
ENSPEMG00000022677,ENSPEMG00000022677.2,ENSMUSG00000030780,Rusf1,1,Rusf1
ENSPEMG00000009357,ENSPEMG00000009357.2,ENSMUSG00000030827,Fgf21,1,Fgf21
ENSPEMG00000010198,ENSPEMG00000010198.2,ENSMUSG00000029722,Agfg2,23,Agfg2
ENSPEMG00000010946,ENSPEMG00000010946.2,ENSMUSG00000031585,Gtf2e2,17,Gtf2e2
ENSPEMG00000031010,ENSPEMG00000031010.1,ENSMUSG00000019817,Plagl1,16,
ENSPEMG00000014188,ENSPEMG00000014188.2,ENSMUSG00000008461,Fut1,1,Fut1
ENSPEMG00000015542,ENSPEMG00000015542.2,ENSMUSG00000031274,Col4a5,X,Col4a5
ENSPEMG00000020841,ENSPEMG00000020841.2,ENSMUSG00000074768,Bhmt,15,
ENSPEMG00000020841,ENSPEMG00000020841.2,ENSMUSG00000069324,Gm5096,15,
ENSPEMG00000012431,ENSPEMG00000012431.2,ENSMUSG00000064158,Izumo1,1,Izumo1
ENSPEMG00000014298,ENSPEMG00000014298.2,ENSMUSG00000036449,Lcn8,4,Lcn8
ENSPEMG00000000564,ENSPEMG00000000564.2,,,6,
ENSPEMG00000000144,ENSPEMG00000000144.2,ENSMUSG00000043460,Elfn2,20,Elfn2
ENSPEMG00000027123,ENSPEMG00000027123.1,,,6,
ENSPEMG00000025167,ENSPEMG00000025167.1,,,1,
ENSPEMG00000003845,ENSPEMG00000003845.2,ENSMUSG00002075941,7SK,2,7SK
ENSPEMG00000003845,ENSPEMG00000003845.2,ENSMUSG00002075909,7SK,2,7SK
ENSPEMG00000005603,ENSPEMG00000005603.2,,,16,
ENSPEMG00000003882,ENSPEMG00000003882.2,,,2,SNORA71
ENSPEMG00000001311,ENSPEMG00000001311.2,,,6,
ENSPEMG00000027973,ENSPEMG00000027973.1,ENSMUSG00000060568,Fam78b,11,Fam78b
ENSPEMG00000021198,ENSPEMG00000021198.2,ENSMUSG00000042118,Bhmt2,15,Bhmt2
ENSPEMG00000013388,ENSPEMG00000013388.2,ENSMUSG00000044562,Rasip1,1,Rasip1
ENSPEMG00000007304,ENSPEMG00000007304.2,ENSMUSG00000056870,Gulp1,13,Gulp1
ENSPEMG00000028018,ENSPEMG00000028018.1,ENSMUSG00000028940,Hes2,2,Hes2
ENSPEMG00000020955,ENSPEMG00000020955.2,,,1,
ENSPEMG00000014811,ENSPEMG00000014811.2,ENSMUSG00000026938,Fcna,4,Fcna
ENSPEMG00000030602,ENSPEMG00000030602.1,,,22,U6
ENSPEMG00000019961,ENSPEMG00000019961.2,ENSMUSG00000031974,Abcb10,5,Abcb10
ENSPEMG00000017563,ENSPEMG00000017563.2,ENSMUSG00000028943,Espn,2,
ENSPEMG00000013521,ENSPEMG00000013521.2,ENSMUSG00000020940,Efcab15,8,Efcab15
ENSPEMG00000018152,ENSPEMG00000018152.2,ENSMUSG00000004233,Wars2,6,
ENSPEMG00000001012,ENSPEMG00000001012.2,ENSMUSG00000018169,Mfng,20,Mfng
ENSPEMG00000017178,ENSPEMG00000017178.2,ENSMUSG00000039033,Tasp1,4,Tasp1
ENSPEMG00000011469,ENSPEMG00000011469.2,ENSMUSG00000026558,Uck2,11,Uck2
ENSPEMG00000028741,ENSPEMG00000028741.1,ENSMUSG00000050708,Ftl1,16,
ENSPEMG00000028741,ENSPEMG00000028741.1,ENSMUSG00000062382,Ftl1-ps1,16,
ENSPEMG00000016096,ENSPEMG00000016096.2,ENSMUSG00000023087,Noct,6,Noct
ENSPEMG00000028703,ENSPEMG00000028703.1,ENSMUSG00000068735,Trp53i11,4,Trp53i11
ENSPEMG00000000438,ENSPEMG00000000438.2,ENSMUSG00000063605,Ccdc102a,5,Ccdc102a
ENSPEMG00000018249,ENSPEMG00000018249.2,ENSMUSG00000028360,Slc44a5,6,Slc44a5
ENSPEMG00000021246,ENSPEMG00000021246.2,,,1,
ENSPEMG00000020442,ENSPEMG00000020442.2,ENSMUSG00000034731,Dgkh,9,Dgkh
ENSPEMG00000013653,ENSPEMG00000013653.2,ENSMUSG00000058254,Tspan7,X,Tspan7
ENSPEMG00000016622,ENSPEMG00000016622.2,ENSMUSG00000024045,Akap8,22,Akap8
ENSPEMG00000028343,ENSPEMG00000028343.1,ENSMUSG00000094500,Smim18,17,Smim18
ENSPEMG00000022058,ENSPEMG00000022058.2,ENSMUSG00000025024,Smndc1,1,
ENSPEMG00000008502,ENSPEMG00000008502.2,ENSMUSG00000035164,Zc3h12c,7,Zc3h12c
ENSPEMG00000005633,ENSPEMG00000005633.2,ENSMUSG00000022780,Meltf,12,Meltf
ENSPEMG00000003757,ENSPEMG00000003757.2,ENSMUSG00000079614,Seh1l,19,Seh1l
ENSPEMG00000022501,ENSPEMG00000022501.2,ENSMUSG00000030844,Rgs10,1,Rgs10
ENSPEMG00000012931,ENSPEMG00000012931.2,ENSMUSG00000078348,Sf3b5,16,Sf3b5
ENSPEMG00000016504,ENSPEMG00000016504.2,ENSMUSG00000031584,Gsr,17,Gsr
ENSPEMG00000027602,ENSPEMG00000027602.1,ENSMUSG00000037174,Elf2,6,Elf2
ENSPEMG00000003935,ENSPEMG00000003935.2,,,6,7SK
ENSPEMG00000005496,ENSPEMG00000005496.2,ENSMUSG00000084646,Gm24381,13,U6
ENSPEMG00000021143,ENSPEMG00000021143.2,ENSMUSG00000055296,Tmem245,2,Tmem245
ENSPEMG00000026288,ENSPEMG00000026288.1,ENSMUSG00000039232,Stx11,16,Stx11
ENSPEMG00000018193,ENSPEMG00000018193.2,ENSMUSG00000042918,Mamstr,1,Mamstr
ENSPEMG00000017274,ENSPEMG00000017274.2,ENSMUSG00000033170,Card10,20,Card10
ENSPEMG00000021307,ENSPEMG00000021307.2,ENSMUSG00000042102,Dmgdh,15,Dmgdh
ENSPEMG00000008521,ENSPEMG00000008521.2,ENSMUSG00000052428,Tmco1,11,Tmco1
ENSPEMG00000030868,ENSPEMG00000030868.1,ENSMUSG00000018500,Adora2b,8,Adora2b
ENSPEMG00000026645,ENSPEMG00000026645.1,ENSMUSG00000027868,Tbx15,6,Tbx15
ENSPEMG00000018143,ENSPEMG00000018143.2,ENSMUSG00000033316,Galnt9,23,Galnt9
ENSPEMG00000009702,ENSPEMG00000009702.2,ENSMUSG00000026255,Efhd1,13,Efhd1
ENSPEMG00000004494,ENSPEMG00000004494.2,,,23,U6
ENSPEMG00000028780,ENSPEMG00000028780.1,ENSMUSG00000027217,Tspan18,4,Tspan18
ENSPEMG00000012440,ENSPEMG00000012440.2,ENSMUSG00000044787,Spata32,8,Spata32
ENSPEMG00000015614,ENSPEMG00000015614.2,ENSMUSG00000040631,Dok4,5,Dok4
ENSPEMG00000008373,ENSPEMG00000008373.2,ENSMUSG00000026939,Tmem141,4,Tmem141
ENSPEMG00000008156,ENSPEMG00000008156.2,ENSMUSG00000002625,Akap8l,22,Akap8l
ENSPEMG00000021670,ENSPEMG00000021670.2,ENSMUSG00000023904,Hcfc1r1,8,Hcfc1r1
ENSPEMG00000002938,ENSPEMG00000002938.2,ENSMUSG00000055978,Fut2,1,Fut2
ENSPEMG00000008522,ENSPEMG00000008522.2,ENSMUSG00000014243,Zswim7,8,Zswim7
ENSPEMG00000020593,ENSPEMG00000020593.2,ENSMUSG00000052906,Ubxn8,17,Ubxn8
ENSPEMG00000019399,ENSPEMG00000019399.2,ENSMUSG00000038697,Taf5l,5,Taf5l
ENSPEMG00000022380,ENSPEMG00000022380.2,ENSMUSG00000024542,Cep192,19,Cep192
ENSPEMG00000014538,ENSPEMG00000014538.2,ENSMUSG00000030846,Tial1,1,Tial1
ENSPEMG00000008212,ENSPEMG00000008212.2,ENSMUSG00000045625,Pigz,12,Pigz
ENSPEMG00000013913,ENSPEMG00000013913.2,,,6,
ENSPEMG00000007289,ENSPEMG00000007289.2,ENSMUSG00000078307,AI593442,7,AI593442
ENSPEMG00000011294,ENSPEMG00000011294.2,,,8,
ENSPEMG00000008104,ENSPEMG00000008104.2,ENSMUSG00000045348,Nyap1,23,Nyap1
ENSPEMG00000007235,ENSPEMG00000007235.2,ENSMUSG00000026687,Aldh9a1,11,Aldh9a1
ENSPEMG00000001921,ENSPEMG00000001921.2,ENSMUSG00000024793,Tnfrsf25,2,Tnfrsf25
ENSPEMG00000011493,ENSPEMG00000011493.2,ENSMUSG00000020941,Map3k14,8,Map3k14
ENSPEMG00000025115,ENSPEMG00000025115.1,ENSMUSG00000008035,Mid1ip1,X,Mid1ip1
ENSPEMG00000018791,ENSPEMG00000018791.2,ENSMUSG00000034765,Dusp5,1,Dusp5
ENSPEMG00000002392,ENSPEMG00000002392.2,ENSMUSG00000088644,Gm26485,18,U6
ENSPEMG00000011591,ENSPEMG00000011591.2,ENSMUSG00000048000,Gigyf2,13,Gigyf2
ENSPEMG00000031154,ENSPEMG00000031154.1,ENSMUSG00000107002,0610012G03Rik,12,0610012G03Rik
ENSPEMG00000007828,ENSPEMG00000007828.2,ENSMUSG00000042298,Ttc19,8,Ttc19
ENSPEMG00000005998,ENSPEMG00000005998.2,,,7,U6
ENSPEMG00000019551,ENSPEMG00000019551.2,ENSMUSG00000031976,Urb2,5,Urb2
ENSPEMG00000024754,ENSPEMG00000024754.1,ENSMUSG00000022774,Ncbp2,12,Ncbp2
ENSPEMG00000016997,ENSPEMG00000016997.2,ENSMUSG00000063015,Ccni,10,Ccni
ENSPEMG00000023087,ENSPEMG00000023087.2,ENSMUSG00000009630,Ppp2cb,17,Ppp2cb
ENSPEMG00000016573,ENSPEMG00000016573.2,ENSMUSG00000026940,Ccdc183,4,Ccdc183
ENSPEMG00000030848,ENSPEMG00000030848.1,,,7,
ENSPEMG00000022615,ENSPEMG00000022615.2,ENSMUSG00000019820,Utrn,16,Utrn
ENSPEMG00000024805,ENSPEMG00000024805.1,,,1,
ENSPEMG00000002684,ENSPEMG00000002684.2,,,4,7SK
ENSPEMG00000011021,ENSPEMG00000011021.2,ENSMUSG00000033294,Noc4l,23,Noc4l
ENSPEMG00000019118,ENSPEMG00000019118.2,ENSMUSG00000040364,Sec1,1,Sec1
ENSPEMG00000009550,ENSPEMG00000009550.2,ENSMUSG00000024974,Smc3,1,Smc3
ENSPEMG00000009440,ENSPEMG00000009440.2,ENSMUSG00000022772,Senp5,12,Senp5
ENSPEMG00000016107,ENSPEMG00000016107.2,ENSMUSG00000020228,Helb,18,Helb
ENSPEMG00000007895,ENSPEMG00000007895.2,ENSMUSG00002075422,5S_rRNA,4,5S_rRNA
ENSPEMG00000014668,ENSPEMG00000014668.2,ENSMUSG00000024050,Wiz,22,
ENSPEMG00000007445,ENSPEMG00000007445.2,ENSMUSG00000039713,Plekhg5,2,Plekhg5
ENSPEMG00000027968,ENSPEMG00000027968.1,ENSMUSG00000066363,Serpina3f,14,
ENSPEMG00000027968,ENSPEMG00000027968.1,ENSMUSG00000066361,Serpina3c,14,
ENSPEMG00000027968,ENSPEMG00000027968.1,ENSMUSG00000079013,Serpina3j,14,
ENSPEMG00000027968,ENSPEMG00000027968.1,ENSMUSG00000041536,Serpina3a,14,
ENSPEMG00000027968,ENSPEMG00000027968.1,ENSMUSG00000066364,Serpina3b,14,
ENSPEMG00000027968,ENSPEMG00000027968.1,ENSMUSG00000079014,Serpina3i,14,
ENSPEMG00000027968,ENSPEMG00000027968.1,ENSMUSG00000079012,Serpina3m,14,
ENSPEMG00000027968,ENSPEMG00000027968.1,ENSMUSG00000058207,Serpina3k,14,
ENSPEMG00000027968,ENSPEMG00000027968.1,ENSMUSG00000021091,Serpina3n,14,
ENSPEMG00000027968,ENSPEMG00000027968.1,ENSMUSG00000041481,Serpina3g,14,
ENSPEMG00000014204,ENSPEMG00000014204.2,ENSMUSG00000031783,Polr2c,5,Polr2c
ENSPEMG00000029733,ENSPEMG00000029733.1,,,ML112677.1,
ENSPEMG00000008258,ENSPEMG00000008258.2,ENSMUSG00000018501,Ncor1,8,
ENSPEMG00000026734,ENSPEMG00000026734.1,ENSMUSG00000009628,Tex15,17,Tex15
ENSPEMG00000030088,ENSPEMG00000030088.1,ENSMUSG00000023906,Cldn6,8,Cldn6
ENSPEMG00000004583,ENSPEMG00000004583.2,,,13,RNaseP_nuc
ENSPEMG00000012628,ENSPEMG00000012628.2,ENSMUSG00000026688,Mgst3,11,Mgst3
ENSPEMG00000007002,ENSPEMG00000007002.2,ENSMUSG00000066720,Cldn9,8,Cldn9
ENSPEMG00000015170,ENSPEMG00000015170.2,ENSMUSG00000096225,Lhx8,6,Lhx8
ENSPEMG00000025469,ENSPEMG00000025469.1,,,10,
ENSPEMG00000028663,ENSPEMG00000028663.1,ENSMUSG00000064410,Gm22247,8,
ENSPEMG00000002502,ENSPEMG00000002502.2,ENSMUSG00002075853,U6,13,U6
ENSPEMG00000002502,ENSPEMG00000002502.2,ENSMUSG00000064781,Gm22686,13,U6
ENSPEMG00000018600,ENSPEMG00000018600.2,ENSMUSG00000070564,Ntn5,1,Ntn5
ENSPEMG00000029333,ENSPEMG00000029333.1,ENSMUSG00000043747,1520401A03Rik,8,1520401A03Rik
ENSPEMG00000000350,ENSPEMG00000000350.2,ENSMUSG00000049521,Cdc42ep1,20,Cdc42ep1
ENSPEMG00000029948,ENSPEMG00000029948.1,ENSMUSG00000066363,Serpina3f,14,
ENSPEMG00000029948,ENSPEMG00000029948.1,ENSMUSG00000066361,Serpina3c,14,
ENSPEMG00000029948,ENSPEMG00000029948.1,ENSMUSG00000079013,Serpina3j,14,
ENSPEMG00000029948,ENSPEMG00000029948.1,ENSMUSG00000041536,Serpina3a,14,
ENSPEMG00000029948,ENSPEMG00000029948.1,ENSMUSG00000066364,Serpina3b,14,
ENSPEMG00000029948,ENSPEMG00000029948.1,ENSMUSG00000079014,Serpina3i,14,
ENSPEMG00000029948,ENSPEMG00000029948.1,ENSMUSG00000079012,Serpina3m,14,
ENSPEMG00000029948,ENSPEMG00000029948.1,ENSMUSG00000058207,Serpina3k,14,
ENSPEMG00000029948,ENSPEMG00000029948.1,ENSMUSG00000021091,Serpina3n,14,
ENSPEMG00000029948,ENSPEMG00000029948.1,ENSMUSG00000041481,Serpina3g,14,
ENSPEMG00000008233,ENSPEMG00000008233.2,ENSMUSG00000034255,Arhgap27,8,Arhgap27
ENSPEMG00000011129,ENSPEMG00000011129.2,,,11,
ENSPEMG00000005543,ENSPEMG00000005543.2,ENSMUSG00000029723,Tsc22d4,23,Tsc22d4
ENSPEMG00000004739,ENSPEMG00000004739.2,ENSMUSG00000043501,Lgals2,20,Lgals2
ENSPEMG00000012951,ENSPEMG00000012951.2,ENSMUSG00000022051,Bnip3l,X,
ENSPEMG00000016206,ENSPEMG00000016206.2,ENSMUSG00000062170,Fmr1nb,ML112678.1,Fmr1nb
ENSPEMG00000020554,ENSPEMG00000020554.2,ENSMUSG00000042082,Arsb,15,Arsb
ENSPEMG00000008119,ENSPEMG00000008119.2,ENSMUSG00000031782,Coq9,5,Coq9
ENSPEMG00000019176,ENSPEMG00000019176.2,ENSMUSG00000029504,Ddx51,23,Ddx51
ENSPEMG00000012291,ENSPEMG00000012291.2,ENSMUSG00000027867,Spag17,6,Spag17
ENSPEMG00000009905,ENSPEMG00000009905.2,ENSMUSG00000046828,Mettl21e,13,Mettl21e
ENSPEMG00000001339,ENSPEMG00000001339.2,ENSMUSG00000015087,Rabl6,4,Rabl6
ENSPEMG00000014649,ENSPEMG00000014649.2,ENSMUSG00000027215,Cd82,4,Cd82
ENSPEMG00000019666,ENSPEMG00000019666.2,ENSMUSG00000050751,Pgbd5,5,Pgbd5
ENSPEMG00000025049,ENSPEMG00000025049.1,ENSMUSG00000040485,Lrrc52,11,Lrrc52
ENSPEMG00000026301,ENSPEMG00000026301.1,,,12,U6
ENSPEMG00000001812,ENSPEMG00000001812.2,ENSMUSG00000065544,Mir32,2,
ENSPEMG00000014109,ENSPEMG00000014109.2,ENSMUSG00000033128,Gga1,20,Gga1
ENSPEMG00000021316,ENSPEMG00000021316.2,ENSMUSG00000045589,Frrs1l,2,Frrs1l
ENSPEMG00000015827,ENSPEMG00000015827.2,ENSMUSG00000029385,Ccng2,10,Ccng2
ENSPEMG00000017492,ENSPEMG00000017492.2,ENSMUSG00000053289,Ddx10,7,Ddx10
ENSPEMG00000011058,ENSPEMG00000011058.2,ENSMUSG00000041684,Bivm,13,
ENSPEMG00000011058,ENSPEMG00000011058.2,ENSMUSG00000026048,Ercc5,13,
ENSPEMG00000013249,ENSPEMG00000013249.2,ENSMUSG00000015843,Rxrg,11,Rxrg
ENSPEMG00000013100,ENSPEMG00000013100.2,ENSMUSG00000047583,Tyw3,6,Tyw3
ENSPEMG00000009908,ENSPEMG00000009908.2,ENSMUSG00000022781,Pak2,12,Pak2
ENSPEMG00000006544,ENSPEMG00000006544.2,,,15,
ENSPEMG00000011517,ENSPEMG00000011517.2,ENSMUSG00000040363,Bcor,X,Bcor
ENSPEMG00000013191,ENSPEMG00000013191.2,ENSMUSG00000019470,Xab2,17,
ENSPEMG00000008310,ENSPEMG00000008310.2,ENSMUSG00000052142,Rasal3,22,Rasal3
ENSPEMG00000011946,ENSPEMG00000011946.2,ENSMUSG00000031781,Ciapin1,5,Ciapin1
ENSPEMG00000026380,ENSPEMG00000026380.1,,,ML112679.1,RNaseP_nuc
ENSPEMG00000028813,ENSPEMG00000028813.1,ENSMUSG00000077681,Gm22496,ML112680.1,SNORD115
ENSPEMG00000012270,ENSPEMG00000012270.2,ENSMUSG00000029419,Ajm1,4,Ajm1
ENSPEMG00000005501,ENSPEMG00000005501.2,,,4,5S_rRNA
ENSPEMG00000005823,ENSPEMG00000005823.2,ENSMUSG00002074880,5S_rRNA,5,5S_rRNA
ENSPEMG00000010304,ENSPEMG00000010304.2,ENSMUSG00000023791,Pigx,12,Pigx
ENSPEMG00000027445,ENSPEMG00000027445.1,ENSMUSG00000064377,Gm24966,ML112680.1,SNORD115
ENSPEMG00000031191,ENSPEMG00000031191.1,,,10,
ENSPEMG00000021091,ENSPEMG00000021091.2,ENSMUSG00000049184,Purg,17,Purg
ENSPEMG00000025181,ENSPEMG00000025181.1,ENSMUSG00000036504,Phpt1,4,Phpt1
ENSPEMG00000006865,ENSPEMG00000006865.2,,,19,U6
ENSPEMG00000024798,ENSPEMG00000024798.1,ENSMUSG00000064377,Gm24966,ML112680.1,SNORD115
ENSPEMG00000008572,ENSPEMG00000008572.2,ENSMUSG00000041684,Bivm,13,
ENSPEMG00000008572,ENSPEMG00000008572.2,ENSMUSG00000026048,Ercc5,13,
ENSPEMG00000029932,ENSPEMG00000029932.1,ENSMUSG00000045312,Lhfpl2,15,Lhfpl2
ENSPEMG00000007750,ENSPEMG00000007750.2,ENSMUSG00000031273,Col4a6,X,Col4a6
ENSPEMG00000006116,ENSPEMG00000006116.2,ENSMUSG00000022436,Sh3bp1,20,
ENSPEMG00000006116,ENSPEMG00000006116.2,ENSMUSG00000116069,Gm49510,20,
ENSPEMG00000018256,ENSPEMG00000018256.2,ENSMUSG00000045624,Esf1,4,Esf1
ENSPEMG00000010626,ENSPEMG00000010626.2,ENSMUSG00000028199,Cryz,6,Cryz
ENSPEMG00000011393,ENSPEMG00000011393.2,ENSMUSG00000043639,Rbm20,1,Rbm20
ENSPEMG00000023229,ENSPEMG00000023229.2,ENSMUSG00000021301,Hecw1,5,Hecw1
ENSPEMG00000022016,ENSPEMG00000022016.2,ENSMUSG00000028434,Epb41l4b,2,Epb41l4b
ENSPEMG00000005002,ENSPEMG00000005002.2,,,ML112680.1,
ENSPEMG00000025784,ENSPEMG00000025784.1,,,7,
ENSPEMG00000018709,ENSPEMG00000018709.2,ENSMUSG00000026941,Mamdc4,4,Mamdc4
ENSPEMG00000015667,ENSPEMG00000015667.2,ENSMUSG00000034584,Exph5,7,Exph5
ENSPEMG00000025258,ENSPEMG00000025258.1,ENSMUSG00000031780,Ccl17,5,Ccl17
ENSPEMG00000020615,ENSPEMG00000020615.2,ENSMUSG00000031583,Wrn,17,Wrn
ENSPEMG00000004549,ENSPEMG00000004549.2,ENSMUSG00000029725,Ppp1r35,23,Ppp1r35
ENSPEMG00000030503,ENSPEMG00000030503.1,,,ML112680.1,
ENSPEMG00000011820,ENSPEMG00000011820.2,ENSMUSG00000029505,Ep400,23,Ep400
ENSPEMG00000010679,ENSPEMG00000010679.2,ENSMUSG00000023908,Pkmyt1,8,Pkmyt1
ENSPEMG00000029280,ENSPEMG00000029280.1,ENSMUSG00000021687,Scamp1,15,Scamp1
ENSPEMG00000030930,ENSPEMG00000030930.1,,,ML112680.1,
ENSPEMG00000019322,ENSPEMG00000019322.2,ENSMUSG00000028410,Dnaja1,7,
ENSPEMG00000020693,ENSPEMG00000020693.2,ENSMUSG00000004285,Atp6v1f,3,Atp6v1f
ENSPEMG00000013826,ENSPEMG00000013826.2,ENSMUSG00000028699,Tspan1,2,Tspan1
ENSPEMG00000029339,ENSPEMG00000029339.1,,,5,
ENSPEMG00000022456,ENSPEMG00000022456.2,ENSMUSG00000040310,Alx4,4,Alx4
ENSPEMG00000012815,ENSPEMG00000012815.2,ENSMUSG00000020227,Irak3,18,Irak3
ENSPEMG00000003157,ENSPEMG00000003157.2,ENSMUSG00000029726,Mepce,23,Mepce
ENSPEMG00000005761,ENSPEMG00000005761.2,ENSMUSG00000118760,SNORD116,ML112680.1,SNORD116
ENSPEMG00000005761,ENSPEMG00000005761.2,ENSMUSG00000118899,SNORD116,ML112680.1,SNORD116
